lawer,lawer_tp
Федеральный участок г. Чебоксары,Федеральным участком г. Чебоксары
Кассационный кассационный суд Амурской области,Кассационным кассационным судом Амурской области
Рудничный апелляционный суд Иркутской области,Рудничным апелляционным судом Иркутской области
Веденский районный суд немецкого национального района,Веденским районным судом немецкого национального района
СУ №98 города Волгоград,СУ №98 города Волгоград
Федеральный участок города Тольятти Самарской обл.,Федеральным участком города Тольятти Самарской обл.
СУ №136 забайкальского края,СУ №136 забайкальского края
Тимский город суд Карачаево-черкесской республики,Тимским городским судом Карачаево-черкесской республики
А/С г. Красноярска,А/С г. Красноярска
Чернский областной суд г. УФЫ,Чернским областным судом г. УФЫ
С/У №222 города Твери Тверской области,С/У №222 города Твери Тверской области
ФС г. Ярославля,ФС г. Ярославля
МС СУ №140 г. Костромы,МС СУ №140 г. Костромы
Холмогорский р-ый суд города Азов,Холмогорским р-ым судом города Азов
С/У №264 Тюменской области,С/У №264 Тюменской области
С/У №237 г. Ставрополя,С/У №237 г. Ставрополя
Нижегородский город суд г. Ижевска,Нижегородским городским судом г. Ижевска
Федеральный суд г. СПБ И ЛО,Федеральным судом г. СПБ И ЛО
Арбитражный суд г. Калининграда,Арбитражным судом г. Калининграда
Федеральный суд Новгородской области,Федеральным судом Новгородской области
Федеральный участок Тамбовской области,Федеральным участком Тамбовской области
С/У №28 красноярского КР.,С/У №28 красноярского КР.
Рассказовский областной суд г. СПБ И ЛО,Рассказовским областным судом г. СПБ И ЛО
Арзамасский городской суд Саратовской области,Арзамасским городским судом Саратовской области
Кантемировский кассационный суд Рязанской области,Кантемировским кассационным судом Рязанской области
Алапаевский апелляционный суд республики Крым,Алапаевским апелляционным судом республики Крым
Гусиноозерский военный суд г. Грозного,Гусиноозёрским военным судом г. Грозного
Федеральный суд ХБ,Федеральным судом ХБ
СУ №295 Кемеровской области,СУ №295 Кемеровской области
Кизилюртовский город суд г Санкт-петербурга,Кизилюртовским городским судом г Санкт-петербурга
Матвеево-курганский военный суд РМЭ,Матвеево-курганским военным судом РМЭ
Судебный участок №15 Белгородской обл.,Судебным участком №15 Белгородской обл.
Малопургинский р-ый суд Волгоградской обл.,Малопургинским р-ым судом Волгоградской обл.
Мировой суд Воронежской обл.,Мировым судом Воронежской обл.
Уренский город суд г. дагестанские огни,Уренским городским судом г. дагестанские огни
М/С хабаровского края,М/С хабаровского края
Томаринский город суд Ростовской обл.,Томаринским городским судом Ростовской обл.
М/С немецкого национального района,М/С немецкого национального района
С/У №203 КК,С/У №203 КК
ФУ г. Ульяновска,ФУ г. Ульяновска
МС краснодарского края,МС краснодарского края
А/С ставропольский край,А/С ставропольский край
МССУ №162 г. Смоленска,МССУ №162 г. Смоленска
Федеральный суд республики Северная осетия-алания,Федеральным судом республики Северная осетия-алания
Лодейнопольский районный суд г. Новокузнецка,Лодейнопольским районным судом г. Новокузнецка
Солонешенский военный суд г. Калининграда,Солонешенским военным судом г. Калининграда
Ф/С Воронежской обл.,Ф/С Воронежской обл.
Мотыгинский м-ый суд республики Ингушетия,Мотыгинским м-ым судом республики Ингушетия
Ф/У города Екатеринбурга Свердловской области,Ф/У города Екатеринбурга Свердловской области
Федеральный суд алтайского края,Федеральным судом алтайского края
Шатковский апелляционный суд г. Волгограда,Шатковским апелляционным судом г. Волгограда
АС г. Липецка,АС г. Липецка
Федеральный участок Воронежской обл.,Федеральным участком Воронежской обл.
Новосибирский апелляционный суд г. Самары,Новосибирским апелляционным судом г. Самары
Дивеевский город суд Вологодской области,Дивеевским городским судом Вологодской области
Мировой суд г. Архангельска,Мировым судом г. Архангельска
С/У №38 республики Калмыкия,С/У №38 республики Калмыкия
Плесецкий апелляционный суд г. Тамбова,Плесецким апелляционным судом г. Тамбова
Сергачский апелляционный суд г. Ставрополя,Сергачским апелляционным судом г. Ставрополя
Наровчатский город. суд г. Тулы,Наровчатским городским судом г. Тулы
Судебный участок №127 Самарской обл.,Судебным участком №127 Самарской обл.
ФУ республики Адыгеи,ФУ республики Адыгеи
Грайворонский областной суд г. Анапа,Грайворонским областным судом г. Анапа
МС СУ №146 города Комсомольска-на-амуре хабаровского края,МС СУ №146 города Комсомольска-на-амуре хабаровского края
А/С г. Новосибирска,А/С г. Новосибирска
Новошешминский городской суд г. Сочи,Новошешминским городским судом г. Сочи
Мошковский городской суд ХБ,Мошковским городским судом ХБ
ФС г. Орла,ФС г. Орла
Ф/С чувашской республики - чувашии,Ф/С чувашской республики - чувашии
Кызылский районный суд Ивановской области,Кызылским районным судом Ивановской области
Заводский м-ый суд г. Волгограда,Заводским м-ым судом г. Волгограда
Судебный участок №195 Томской области,Судебным участком №195 Томской области
Талдомский военный суд г. Чебоксары,Талдомским военным судом г. Чебоксары
А/С республика Калмыкия,А/С республика Калмыкия
Горно-алтайский м-ый суд г. Новокузнецка,Горно-алтайским м-ым судом г. Новокузнецка
Нижнетавдинский город суд чувашской респ.,Нижнетавдинским городским судом чувашской респ.
Дзун-хемчикский городской суд республики Карелия,Дзун-хемчикским городским судом республики Карелия
Усть-донецкий кассационный суд республики Карелия,Усть-донецким кассационным судом республики Карелия
М/С Волгоградской области,М/С Волгоградской области
АС Магаданской области,АС Магаданской области
ФУ г. СПБ,ФУ г. СПБ
Федеральный суд Воронежской обл.,Федеральным судом Воронежской обл.
Еткульский районный суд г. Белгорода,Еткульским районным судом г. Белгорода
Ловозерский р-ый суд Тульской области,Ловозерским р-ым судом Тульской области
Боровичский город. суд г. Комсомольска-на-амуре,Боровичским городским судом г. Комсомольска-на-амуре
Майский межрайонный суд Кабардино-балкарской республики,Майским межрайонным судом Кабардино-балкарской республики
Федеральный участок республики Марий ЭЛ,Федеральным участком республики Марий ЭЛ
Федеральный участок г. УФЫ,Федеральным участком г. УФЫ
Абаканский м-ый суд чувашской республики,Абаканским м-ым судом чувашской республики
Чернянский город суд г. Воронежа,Чернянским городским судом г. Воронежа
Алейский межрайонный суд г. Перми,Алейским межрайонным судом г. Перми
А/С республики Дагестана,А/С республики Дагестана
Медногорский город суд российской федерации,Медногорским городским судом российской федерации
СУ №261 Нижегородской обл.,СУ №261 Нижегородской обл.
ФС г. СПБ,ФС г. СПБ
Красносельский город. суд г. Каменск-уральского,Красносельским городским судом г. Каменск-уральского
Юргинский кассационный суд г. Братска,Юргинским кассационным судом г. Братска
Ф/С города Казань,Ф/С города Казань
Андроповский межрайонный суд МО,Андроповским межрайонным судом МО
МС СУ №274 города Абакан,МС СУ №274 города Абакан
Мысковский кассационный суд г. Мурманска,Мысковским кассационным судом г. Мурманска
Анучинский м-ый суд г. Твери,Анучинским м-ым судом г. Твери
Улаганский межрайонный суд г. Новокузнецка,Улаганским межрайонным судом г. Новокузнецка
М/С пермского края,М/С пермского края
Ивановский городской суд Севастополя,Ивановским городским судом Севастополя
МС СУ №100 г. Мурманска,МС СУ №100 г. Мурманска
Чаинский р-ый суд Московской области,Чаинским р-ым судом Московской области
Богучарский м-ый суд г. Астрахани,Богучарским м-ым судом г. Астрахани
Чунский р-ый суд приморского края,Чунским р-ым судом приморского края
Боханский р-ый суд города Волгоград,Боханским р-ым судом города Волгоград
МССУ №27 г. Абакан,МССУ №27 г. Абакан
ФС г. Прокопьевска,ФС г. Прокопьевска
Вяземский областной суд г. Ижевска,Вяземским областным судом г. Ижевска
А/С г. Владикавказа,А/С г. Владикавказа
Краснощековский областной суд Свердловской области,Краснощёковским областным судом Свердловской области
Городовиковский апелляционный суд г. Волгоград,Городовиковским апелляционным судом г. Волгоград
АС cаратовской области,АС cаратовской области
МССУ №58 РО,МССУ №58 РО
Гавриловский апелляционный суд московского округа,Гавриловским апелляционным судом московского округа
Хабезский р-ый суд чукотского автономного округа,Хабезским р-ым судом чукотского автономного округа
М/С г. Оренбурга,М/С г. Оренбурга
Ф/С Смоленской области,Ф/С Смоленской области
Ф/С г. Новороссийска,Ф/С г. Новороссийска
М/С города Твери Тверской области,М/С города Твери Тверской области
Тихорецкий районный суд г. Омска,Тихорецким районным судом г. Омска
Зюзинский областной суд г. Волгоград,Зюзинским областным судом г. Волгоград
Карпинский военный суд города Твери Тверской области,Карпинским военным судом города Твери Тверской области
АС нижегородский обл.,АС нижегородский обл.
ФС чукотского автономного округа,ФС чукотского автономного округа
Адамовский апелляционный суд Архангельской области,Адамовским апелляционным судом Архангельской области
Федеральный участок города Тольятти Самарской области,Федеральным участком города Тольятти Самарской области
АС Пензенская обл.,АС Пензенская обл.
Ф/У г. Астрахани,Ф/У г. Астрахани
Родниковский город суд г. Симферополя,Родниковским городским судом г. Симферополя
Камызякский город. суд г. Орла,Камызякским городским судом г. Орла
Няндомский межрайонный суд Амурской области,Няндомским межрайонным судом Амурской области
Краснобаковский р-ый суд г. Симферополя,Краснобаковским р-ым судом г. Симферополя
Марксовский районный суд г. Тюмени,Марксовским районным судом г. Тюмени
Павловский апелляционный суд г. Курска,Павловским апелляционным судом г. Курска
Скопинский областной суд Кемеровской области,Скопинским областным судом Кемеровской области
С/У №60 республики Северная осетия-алания,С/У №60 республики Северная осетия-алания
МССУ №77 Московской области,МССУ №77 Московской области
Шелеховский городской суд г. СПБ И ЛО,Шелеховским городским судом г. СПБ И ЛО
Задонский апелляционный суд респ. Башкортостан,Задонским апелляционным судом респ. Башкортостан
Домбаровский районный суд рсо-алания,Домбаровским районным судом рсо-алания
Приволжский м-ый суд республики Адыгея,Приволжским м-ым судом республики Адыгея
Крапивинский апелляционный суд г. СПБ,Крапивинским апелляционным судом г. СПБ
А/С г. Сыктывкара,А/С г. Сыктывкара
Судебный участок №261 поволжского округа,Судебным участком №261 поволжского округа
Псковский город суд респ. Башкортостан,Псковским городским судом респ. Башкортостан
МС пермского края,МС пермского края
Федеральный участок республики Бурятия,Федеральным участком республики Бурятия
Серпуховский областной суд г. Севастополя,Серпуховским областным судом г. Севастополя
А/С г. Ижевска,А/С г. Ижевска
Кумертауский военный суд Ростовской обл.,Кумертауским военным судом Ростовской обл.
Яшалтинский областной суд республика Калмыкия,Яшалтинским областным судом республика Калмыкия
МССУ №168 Брянской области,МССУ №168 Брянской области
ФУ Тамбовской области,ФУ Тамбовской области
Ялуторовский межрайонный суд города Казани,Ялуторовским межрайонным судом города Казани
Судебный участок №165 г. Мурманска,Судебным участком №165 г. Мурманска
Федеральный суд г. Перми,Федеральным судом г. Перми
Котельничский военный суд г. СПБ,Котельничским военным судом г. СПБ
Жирновский город. суд г. Хабаровска,Жирновским городским судом г. Хабаровска
Яльчикский городской суд г. УФЫ,Яльчикским городским судом г. УФЫ
Байсангуровский р-ый суд республики Марий ЭЛ,Байсангуровским р-ым судом республики Марий ЭЛ
М/С города Санкт-петербурга,М/С города Санкт-петербурга
Мировой суд г. УФЫ,Мировым судом г. УФЫ
МССУ №54 города Тольятти Самарской обл.,МССУ №54 города Тольятти Самарской обл.
Брасовский военный суд г. Пензы,Брасовским военным судом г. Пензы
ФУ г. Екатеринбурга Свердловской области,ФУ г. Екатеринбурга Свердловской области
Ф/У г. Брянска,Ф/У г. Брянска
Газимуро-заводский м-ый суд г. Ярославля,Газимуро-заводским м-ым судом г. Ярославля
Нелидовский кассационный суд Волгоградской области,Нелидовским кассационным судом Волгоградской области
Краснотуранский м-ый суд Белгородской области,Краснотуранским м-ым судом Белгородской области
Федеральный суд города нижний тагил Свердловской области,Федеральным судом города нижний тагил Свердловской области
Судебный участок №296 Самарской области,Судебным участком №296 Самарской области
Кыштымский областной суд общей юрисдикции,Кыштымским областным судом общей юрисдикции
Буденновский апелляционный суд г. Твери,Будённовским апелляционным судом г. Твери
Федеральный суд российской федерации,Федеральным судом российской федерации
СУ №257 г. новая ляля,СУ №257 г. новая ляля
Арбитражный суд Самарской обл.,Арбитражным судом Самарской обл.
Чебаркульский межрайонный суд респ.крым,Чебаркульским межрайонным судом респ.крым
Великоустюгский областной суд республики Мордовия,Великоустюгским областным судом республики Мордовия
МС СУ №231 республики Татарстан,МС СУ №231 республики Татарстан
Федеральный суд республики Адыгея,Федеральным судом республики Адыгея
ФС города Каменск-уральского Свердловской области,ФС города Каменск-уральского Свердловской области
Уфимский районный суд города Санкт-петербург И Ленинградской области,Уфимским районным судом города Санкт-петербург И Ленинградской области
Салаватский город. суд Тверской области,Салаватским городским судом Тверской области
Федеральный участок г. Саранска,Федеральным участком г. Саранска
Ромодановский районный суд города Санкт-петербург И Ленинградской области,Ромодановским районным судом города Санкт-петербург И Ленинградской области
ФУ ямало-ненецкого автономного округа,ФУ ямало-ненецкого автономного округа
Федеральный суд РО,Федеральным судом РО
Муравленковский военный суд Саратовской области,Муравленковским военным судом Саратовской области
Хасавюртовский кассационный суд г. Мурманска,Хасавюртовским кассационным судом г. Мурманска
Чеховский областной суд Рязанской области,Чеховским областным судом Рязанской области
Судебный участок №267 г. Тамбова,Судебным участком №267 г. Тамбова
Северобайкальский апелляционный суд КК,Северобайкальским апелляционным судом КК
Ф/У Мурманской области,Ф/У Мурманской области
МССУ №84 республика Калмыкия,МССУ №84 республика Калмыкия
Курский городской суд ханты-мансийского автономного округа - югры,Курским городским судом ханты-мансийского автономного округа - югры
Каширский районный суд г. Кемерово,Каширским районным судом г. Кемерово
МС СУ №36 республики Северная осетия-алания,МС СУ №36 республики Северная осетия-алания
Заринский город суд города Севастополь,Заринским городским судом города Севастополь
СУ №53 г. Белгорода,СУ №53 г. Белгорода
АС г. Абакан,АС г. Абакан
Лефортовский город суд Нижегородской области,Лефортовским городским судом Нижегородской области
ФУ Новгородской области,ФУ Новгородской области
ФС г Санкт-петербурга,ФС г Санкт-петербурга
Болховский р-ый суд республики Адыгея,Болховским р-ым судом республики Адыгея
ФУ ХБ,ФУ ХБ
Судебный участок №50 города Тольятти Самарской области,Судебным участком №50 города Тольятти Самарской области
Мировой суд г. Сочи,Мировым судом г. Сочи
Калачевский городской суд г. Сыктывкара,Калачевским городским судом г. Сыктывкара
Мировой суд хабаровского края,Мировым судом хабаровского края
М/С г. Мурманска,М/С г. Мурманска
Уваровский кассационный суд г. Орска,Уваровским кассационным судом г. Орска
М/С Курганской области,М/С Курганской области
МС СУ №84 г. Орла,МС СУ №84 г. Орла
Кадомский м-ый суд респ.мордовия,Кадомским м-ым судом респ.мордовия
Чапаевский городской суд Мурманской области,Чапаевским городским судом Мурманской области
М/С Омской области,М/С Омской области
Ф/У г. Оренбурга,Ф/У г. Оренбурга
Цимлянский р-ый суд г. Сочи,Цимлянским р-ым судом г. Сочи
Карабулакский м-ый суд ЕАО,Карабулакским м-ым судом ЕАО
МС г. Тулы,МС г. Тулы
Федеральный участок города Санкт-петербурга,Федеральным участком города Санкт-петербурга
Ф/С г. Санкт-петербурга И ЛО,Ф/С г. Санкт-петербурга И ЛО
Краснозерский р-ый суд Пензенской области,Краснозёрским р-ым судом Пензенской области
Миасский военный суд г. Перми,Миасским военным судом г. Перми
М/С г. нижний тагил,М/С г. нижний тагил
Гуковский кассационный суд пермского края,Гуковским кассационным судом пермского края
Рузаевский военный суд Нижегородской области,Рузаевским военным судом Нижегородской области
Тугуро-чумиканский кассационный суд города Севастополя,Тугуро-чумиканским кассационным судом города Севастополя
Грозненский военный суд г. Хабаровска,Грозненским военным судом г. Хабаровска
Симферопольский военный суд республики Саха (якутия),Симферопольским военным судом республики Саха (якутия)
Устиновский р-ый суд ставропольского края,Устиновским р-ым судом ставропольского края
Федеральный участок Кемеровской области,Федеральным участком Кемеровской области
СУ №132 г. Ростова-на-дону,СУ №132 г. Ростова-на-дону
Ф/У Белгородской области,Ф/У Белгородской области
М/С ЕАО,М/С ЕАО
С/У №277 г. УФЫ,С/У №277 г. УФЫ
Вельский районный суд Ивановской области,Вельским районным судом Ивановской области
Боровский кассационный суд г. Новокузнецка,Боровским кассационным судом г. Новокузнецка
Ф/У города Каменск-уральского Свердловской области,Ф/У города Каменск-уральского Свердловской области
Мировой суд республики Карелия,Мировым судом республики Карелия
МС СУ №99 Волгоградской области,МС СУ №99 Волгоградской области
Бабаюртовский районный суд г. нижний новгород,Бабаюртовским районным судом г. нижний новгород
Ольгинский м-ый суд города н.новгорода,Ольгинским м-ым судом города н.новгорода
ФС г. Самары,ФС г. Самары
Суворовский городской суд города Москвы,Суворовским городским судом города Москвы
МССУ №148 республики Татарстан,МССУ №148 республики Татарстан
Родинский областной суд г. Сочи,Родинским областным судом г. Сочи
СУ №23 г. Братска,СУ №23 г. Братска
Пушкинский город. суд Томской области,Пушкинским городским судом Томской области
Инжавинский городской суд Белгородской обл.,Инжавинским городским судом Белгородской обл.
М/С республики Адыгеи,М/С республики Адыгеи
Орджоникидзевский кассационный суд г. Орска,Орджоникидзевским кассационным судом г. Орска
МС Чеченской республики,МС Чеченской республики
Печенгский город. суд РТ,Печенгским городским судом РТ
МС Севастополя,МС Севастополя
МССУ №61 Нижегородской области,МССУ №61 Нижегородской области
ФУ города Сочи,ФУ города Сочи
А/С ХБ,А/С ХБ
Чукотский городской суд Московской области,Чукотским городским судом Московской области
Богучанский городской суд города Санкт-петербурга И Ленинградской области,Богучанским городским судом города Санкт-петербурга И Ленинградской области
Тюхтетский город суд камчатского края,Тюхтетским городским судом камчатского края
Ф/С города Казани,Ф/С города Казани
Семеновский апелляционный суд города Казань,Семёновским апелляционным судом города Казань
МС г. Новосибирска,МС г. Новосибирска
Хивский областной суд г. Благовещенск,Хивским областным судом г. Благовещенск
СУ №260 г. Костромы,СУ №260 г. Костромы
МС СУ №276 г. Томска,МС СУ №276 г. Томска
Ф/У республики Тыва,Ф/У республики Тыва
Мегино-кангаласский кассационный суд г. Челябинска,Мегино-кангаласским кассационным судом г. Челябинска
МС г. Екатеринбурга Свердловской области,МС г. Екатеринбурга Свердловской области
Канавинский город суд г. Саранска,Канавинским городским судом г. Саранска
Королёвский апелляционный суд ставропольский край,Королёвским апелляционным судом ставропольский край
Тигильский городской суд г. Анапа,Тигильским городским судом г. Анапа
Прибайкальский город суд г. Томска,Прибайкальским городским судом г. Томска
Рамешковский городской суд республики Карелия,Рамешковским городским судом республики Карелия
Сегежский апелляционный суд респ. Башкортостан,Сегежским апелляционным судом респ. Башкортостан
А/С Новосибирской области,А/С Новосибирской области
С/У №107 Ростовской области,С/У №107 Ростовской области
Русско-полянский апелляционный суд Кировской области,Русско-полянским апелляционным судом Кировской области
СУ №93 Магаданской области,СУ №93 Магаданской области
МС Вологодской области,МС Вологодской области
Звениговский м-ый суд РМЭ,Звениговским м-ым судом РМЭ
МССУ №273 Ярославской области,МССУ №273 Ярославской области
Федеральный участок респ.крым,Федеральным участком респ.крым
Шамильский районный суд г. Калининграда,Шамильским районным судом г. Калининграда
Ф/С Тамбовской области,Ф/С Тамбовской области
МССУ №61 РТ,МССУ №61 РТ
Заокский город. суд республики Алтай,Заокским городским судом республики Алтай
Мировой суд города Саратова,Мировым судом города Саратова
А/С республики Коми,А/С республики Коми
ФС Омской области,ФС Омской области
Кудымкарский кассационный суд Смоленской области,Кудымкарским кассационным судом Смоленской области
Ф/С респ.мордовия,Ф/С респ.мордовия
А/С респ.татарстан,А/С респ.татарстан
Арбитражный суд города Тольятти Самарской обл.,Арбитражным судом города Тольятти Самарской обл.
Солнечногорский областной суд г. Владимира,Солнечногорским областным судом г. Владимира
Шелопугинский межрайонный суд cаратовской области,Шелопугинским межрайонным судом cаратовской области
М/С Ярославской области,М/С Ярославской области
Усть-большерецкий межрайонный суд г. Москвы,Усть-большерецким межрайонным судом г. Москвы
СУ №92 г. Магнитогорска,СУ №92 г. Магнитогорска
Арбитражный суд ХБ,Арбитражным судом ХБ
Ф/С Псковской области,Ф/С Псковской области
Диксонский город. суд респ.башкортостан,Диксонским городским судом респ.башкортостан
М/С Новосибирской обл.,М/С Новосибирской обл.
Мировой суд красноярского КР.,Мировым судом красноярского КР.
Ишимбайский межрайонный суд города н.новгорода,Ишимбайским межрайонным судом города н.новгорода
Меленковский м-ый суд города Санкт-петербурга И ЛО,Меленковским м-ым судом города Санкт-петербурга И ЛО
Мировой суд УР,Мировым судом УР
Тимашевский город суд г. Чебоксары,Тимашевским городским судом г. Чебоксары
Каргапольский м-ый суд республики Северная осетия-алания,Каргапольским м-ым судом республики Северная осетия-алания
ФС Иркутской области,ФС Иркутской области
МССУ №63 забайкальского края,МССУ №63 забайкальского края
Левокумский апелляционный суд г. Ижевска,Левокумским апелляционным судом г. Ижевска
Парабельский м-ый суд г. Архангельска,Парабельским м-ым судом г. Архангельска
Сергиево-посадский кассационный суд г. Санкт-петербурга И ЛО,Сергиево-посадским кассационным судом г. Санкт-петербурга И ЛО
Ф/С г. Новосибирска,Ф/С г. Новосибирска
Новошахтинский городской суд респ.крым,Новошахтинским городским судом респ.крым
Ершовский город суд Псковской области,Ершовским городским судом Псковской области
Грязинский районный суд г. Костромы,Грязинским районным судом г. Костромы
МССУ №90 РБ,МССУ №90 РБ
Воскресенский р-ый суд г. Томска,Воскресенским р-ым судом г. Томска
МС города н.новгорода,МС города н.новгорода
М/С города Сочи,М/С города Сочи
Руднянский городской суд Волгоградской обл.,Руднянским городским судом Волгоградской обл.
АС республики Тыва,АС республики Тыва
М/С западно-сибирского округа,М/С западно-сибирского округа
МС СУ №122 г. Воронежа,МС СУ №122 г. Воронежа
М/С г. Санкт-петербурга,М/С г. Санкт-петербурга
Федеральный суд Псковской области,Федеральным судом Псковской области
ФУ г. нижний тагил,ФУ г. нижний тагил
А/С города Санкт-петербург И Ленинградской области,А/С города Санкт-петербург И Ленинградской области
Александровск-сахалинский межрайонный суд г. Оренбурга,Александровск-сахалинским межрайонным судом г. Оренбурга
Шовгеновский р-ый суд забайкальского края,Шовгеновским р-ым судом забайкальского края
Казанский кассационный суд российской федерации,Казанским кассационным судом российской федерации
Булунский город. суд г. Махачкалы,Булунским городским судом г. Махачкалы
Казачинско-ленский кассационный суд республика Калмыкия,Казачинско-ленским кассационным судом республика Калмыкия
Дербентский апелляционный суд г. Читы,Дербентским апелляционным судом г. Читы
Называевский областной суд города н.новгорода,Называевским областным судом города н.новгорода
Нарьян-марский районный суд города Комсомольска-на-амуре хабаровского края,Нарьян-марским районным судом города Комсомольска-на-амуре хабаровского края
Чаплыгинский город. суд г. Рязани,Чаплыгинским городским судом г. Рязани
Фокинский городской суд Томской области,Фокинским городским судом Томской области
Конаковский город суд республики Мордовия,Конаковским городским судом республики Мордовия
ФС Самарской обл.,ФС Самарской обл.
СУ №178 республики Калмыкия,СУ №178 республики Калмыкия
Миллеровский р-ый суд г. Сыктывкара,Миллеровским р-ым судом г. Сыктывкара
МС СУ №260 РО,МС СУ №260 РО
Поронайский областной суд г. Екатеринбурга Свердловской области,Поронайским областным судом г. Екатеринбурга Свердловской области
